Id,ProductId,Score,Summary,Text,Sentimiento
261285,B004H4LKAE,1,disappointing,I bought this for my son for Christmas because we both like Dr Pepper.  It was really disappointing.  The color is rather unappetizing and the taste is like artificial cherry.  We didn't like it.,Negativo
261481,B0017T6S1I,5,Great unsweetened tea,"I love this stuff. Nothing else says ""summer"" to me like a cold jasmine iced green tea. It's not easy finding brewed single serve tea that is unsweetened so I order a case from Amazon and enjoy.",Positivo
261559,B000MGWEZQ,3,NOW stevia extract,"As a healthier alternative to other sweeteners I have tried, stevia extract fulfilled the billing it had received.  I had been led to this brand (NOW) because it reportedly had less bitter aftertaste than other brands and I found that to be true although there is still a slight undesirable aftertaste.  Stevia provides sweetness but a different tasting sweetness that takes some time to get used to.",Neutral
261643,B00016JGZI,3,A bit on the Dry Side,"Taste pretty average, and a little bit dry.<br /><br />Okay for some uses, or for eating plain, but I have had better.",Neutral
261962,B002RGU2G2,5,It's Candy- Of Course It's Good,Wouldn't order this type of candy in the warm months- chocolate melts.<br />The candy tasted great. Sometimes the price is too high.<br />I wait till it's $3 ish per pound- with the free s/h it's a great deal.<br />Arrived fresh and well packed and in timely manner.,Positivo
262045,B003ESRF5I,3,They taste okay,"The cookies were okay. I enjoyed the chocolate cookies the most. The others were okay and tasted very similar. There was barely any cinnamon flavor in the cinnamon thins. The oatmeal flavor was very weak too. The oatmeal, cinnamon and sugar cookies tasted like sugar cookies. The cookies are very sweet and high in sugar. The texture is good and crispy. If you are into really sweet snacks, these cookies would be great but I expected more flavor. Prepare to drink a big glass of water after eating a pack ^_^.",Neutral
262090,B000LKXCD6,2,Not so pleasant,"We love curry and Indian food, Moroccon food, all types of dishes from different cultures and anything from anywhere that goes on rice. I've bought many dishes from Kitchens of India but this one just fell flat.  My first and last impression was ""slimy"".  I cooked it in the microwave and the boil water method and both were inedible to me and every one of my family.  It's like a pureed slime with only about 3 chunks of cheese and a few small tidbits more.  Not a pleasant taste or texture, little food value, way too high in salt..makes this something I'll never purchase again.  I will continue with Kitchens of India, however, as they do have some tasty dishes.",Negativo
262099,B000LKXCD6,1,I've never expected....,"I usually don't write a review but this one I had to.<br />This was truly the WORST CURRY EVER.<br />Don't really need to mention for the taste and card board tofu but there's this strong MSG taste that paralyze your tongue that comes after each swallow. I've tried my best to make this thing eatable by adding fresh ingredients from the fridge but nothing helped. It still tasted awful. Keep away from this one. ....well, keep away from all of their products if you can.",Negativo
262106,B000LKXCD6,3,It is mediocre,"Tasted good like Palak Paneer.  However, there was barely any texture.  The spinach was like green water - not thick or saucy, the chunks of cottage cheese almost non-existent - it was like feta, all crumpled up.  When emptying the pouch out, you can see a layer of oil/butter.  All in all, I was not satisfied with the appearance or texture as I was eating it, but hey, it tasted like Palak Paneer",Neutral
262198,B002AU3K1E,3,"Used to own stock in the company, but changed their formulation, and get a much lower rating","I used to love EVERY flavor of these cokies. I was the one buying out the entire shelf at WFoods. I started ordering on amazon multiple 8 packs at a time.  I could easily eat 2 boxes a day by myself!  I eat really healthy and my sweets is the only thing I give myself what I want.  I am vegan and ""prefer"" to eat gluten free, as I am supposed to due to healh issues, but don't always because there are no other GF desserts that are vegan that I LOVE.  So BOY was I disappointed when I had to stop buying them very mcuh because they changed the fat and calories significantly.  I wonder i anyone else noticed.  I wrote to Dr. Lucy and she replied.  I asked if I could still order some from her int he original formulation, or where I could buy them like that, but she said no.  The only reasons she gave were some type of problem with the formulation and baking f the cookie, but I don't understand beacause they were perfect??!  A better explanation would have been nice.  So thus, I am very disappointed in this line, which was the ONLY GF, VEGAN, LOW FAT/LOW CAL, DELICIOUS!!! line of desserts I enjoyed, and now cannot eat them very often at all.  When I am consuming large amounts, I'm sorry but 25g of fat for a whole box vs. 7.5 g fat/box for the old cookies?  Can't do it. Dang Lucy....I miss my sweet yumminess.",Neutral
262245,B002AU3K1E,5,Dr. Lucy's brought nothing but SMILIES to my picky eater!!!,"I can't thank you enough!!! My son has autism and is an extremely picky eater. Having food allergies made his food choices even harder! Your product is healthy and so convenient, when your taking a lot of your own food everywhere.  Not to mention delicious!! Thanks again for putting the fun & joy back into eating cookies for my little guy & for so many others! Wishing you much sweet success.",Positivo
262251,B002AU3K1E,5,I was pleasantly surprised at how good these cookies are,"I have Celiac Disease and have tried several brands of gluten free ""bought"" cookies as I call them.  I have always been disappointed and resorted to baking my own.  Although baking my own is fine, sometimes I would like the convenience of being able to have cookies on hand when the urge strikes, or to grab when I'm on the go.  I ordered a ""case"" each of the oatmeal and the sugar cookies and was very pleased with both of them, although I slightly favored the oatmeal.  I purposely tried to detect the usual ""off taste"" that I've found in other cookies - there is no ""off taste"" to either of these flavors.  Both cookies are crisp, just the way I like them....I have just one word for them ""yummy""!",Positivo
262680,B00213IAUQ,2,Dry with after taste,"I am in the health food industry and I am gluten intolerant.  I have tried many different GF cookies in the last ten years.  I bought a box of Lucy's chocolate chip cookies last night at Safeway.  I was not impressed.  The cookie was dry, almost to the point of being stale. This is a common problem when people try to make a gluten free cookie that have no experience in baking with gluten free flours.  Lucy's cookies remind me of Pamela's cookies which are also dry.  Being dry is not a sin that a little milk or coffee can not take care of.  However what I cannot stand is an after taste.  The base flour combination has an odd after taste that spoiled the little enjoyment I had from this cookie.  I looked at the ingredients and found garbonzo and fava bean flours.  I cannot recommend this cookie based upon the after taste.  I have not tried the other varieties that may have stronger flavors to cover up the after taste.  I would suggest either Udi's frozen cookies or Glutino cookies.  I find these two brands superior to Lucy's.  Thanks for reading.",Negativo
262761,B002V0XB62,3,"""Bacon"" Pop","I love bacon. I love the whole bacon experience, and I'm not ashamed to say it. I actually saw this product on another website and was just so curious that I had to shell out the money to buy it. I'm actually eating the popcorn as I type this and...well, it's tasty, but it doesn't really taste like bacon.<br /><br />I was expecting this to fill my kitchen with the smell of cooking bacon while it rotated in the microwave, and it didn't. The smell was just sort of...weird. The taste itself is interesting, and certainly smoky, but if I didn't know this was supposed to be bacon I wouldn't be able to tell while eating it. It tastes almost like butter with smoked salt or something.<br /><br />If you like popcorn, by all means try this, but don't expect to knock you over with the taste of real bacon. I guess it's vegan/vegetarian for a reason, hm?",Neutral
262856,B0026WL13U,5,The best cocktail pepperoni on the market!,"After Oberto cocktail pepperoni, no other will do.  It keeps well, and is a great low carb snack for the Atkins dieter.  I also like the large 32 ounce bag Amazon has available.",Positivo
262890,B005NPEBOI,5,Sel Gris!,What is there to say except five (5) pounds of Sel Gris for the grand total of $21.95<br /><br />Where might one get as fine a product at such a great price?!,Positivo
263042,B006N3HYYS,3,"Not bad, but we like Timothy's Midnight Magic and Green Mtn Dark Magic better!","Not bad, but we like Timothy's Midnight Magic and Green Mtn Dark Magic better! Please read my review under Timothy's Midnight Magic for in-depth comparison. Overall, not a bad cup, bitter smell, not as bold as the others listed above. In fact, I prefer the Diedrichs French Roast over it as well.<br /><br />#1 Timothy's Midnight Magic  (see review)<br />#2 Green Mtn Dark Magic  (Target)<br />#3 Diedrichs French Roast<br /><br />A lot of people seem to really love the Black Tiger based on the reviews, I have them sitting on the counter, but once my friends try the Midnight Magic from Timothy's, they never try anything else. Just my limited experience. :)",Neutral
263059,B006N3HYYS,5,love love love this coffee,"This is hands down the best k cup out there. Great flavor, strong but not bitter, good bodied cup o joe. coffee people seem to have the best k cups out there. I do enjoy Newman's own special dark roast, but this black tiger is the best. Jet fuel is very similar, but not as good as this one>",Positivo
263251,B000K8WVYA,5,Hint water,"This is the best flavored water I've ever tried, plus there are no calories, sugar, carbs, artificial sweeteners or sodium.",Positivo
263281,B000KACRCO,1,dissapointing,"I have tried the white grape peach, white grape raspberry, concord grape and fruit punch flavors of welch's fruits snacks and enjoyed them all.  I figured this flavor would be just as good.  These were really gross, like eating cheap berry lip balm.  They were very waxy, left a film in my mouth and even smelled like wax.  I advise that you try one of the above flavors if this is the first time you are considering buying Berries 'n Cherries.  The others are MUCH better in my experience.",Negativo
263370,B00014JNI0,3,YS Organic Bee Farms Honey,"I had read many good comments about this honey, and even talked to people that use this honey.  I was not as impressed as I thought I should have been.  The local unprocessed honey I buy tastes better.  Why can't we have good Raw Certified Organic Honey that is Ameircan Made.  This product is from Canada and Brazil!!!!",Neutral
263371,B00014JNI0,5,I am delighted with this honey!,"I must say that I am delighted with this honey.  I just opened my first jar this evening.  As I have read in some of the other reviews, yes, I enjoyed eating it out of the jar with a spoon.  What a lovely, delicate sweetness. So good to know that it is healthful for me too.  I may heat some in a dish in some warm water tomorrow, but I already know that I am very happy to have found this lovely honey.<br />I also tried some in a teaspoon with my new Bragg Raw Apple Cider Vinegar, and found it to be extremely flavorful!  I am sure I will be using that combination in many ways.",Positivo
263589,B001E5DYOY,4,"Fresh, handy, too much at once","These flax seeds are really fresh, easy to grind (I bought the Proctor Silex grinder), and delicious added to my daily oatmeal!!! Only problem....way too much for just me!",Positivo
264183,B004EAGP74,5,Simply the Best,"You can't get any better than Nutiva coconut oil, and the 54 oz. jar will last you a loooong time. I use it purely for cosmetic purposes (face moisturizer, hair conditioner, etc), and not for cooking, so I have no idea about the oil in that aspect, but sometimes I'll taste some it just because--the wonderful aroma and light flavor can't be beat. Go with Nutiva, you can't go wrong!",Positivo
264485,B002GWHDLE,5,As good as coffee gets,"In my opinion, this is the best coffee available.  I drank some a couple decades ago and kept looking for it.  Amazon has it.  And the price is still less (by my reckoning) than a k cup system.",Positivo
264563,B001ELL7C4,5,The Best,It is very difficult to find salt free seasonings in the store. I was delighted to find this product on amazon.com about 2 years ago. I use it on just about everything,Positivo
264665,B002OFZM8O,1,Too pricy,"28.99 dollars for one pack? Are people stupid, you can buy these at the neares supermarket for less than 28.99, aybe 7 or 8 dollars, but not 28 for one pack..  I know is easy to buy online, but buying this, is just playing lazy!",Negativo
264754,B002OFZM8O,5,"Biggest, best Beef Jerky ever!",This is such a delicious bag of Peppered Beef Jerky. I love having a big bag of it to snack on whenever I feel like it. What a great product!!,Positivo
264793,B000QV0GOI,3,Diabetics Review of Extend Bar,I am type 2 diabetic. I use extend bars. Please do not use as a medicine. They work OK when I exercise. Taste could be better.,Neutral
264829,B002NWIQWW,3,Amazon's medjool dates,"If hard to find in your area, it is a convenient way to buy dates, but the dates I received had ""scars"" on them - about 1/2 of the dates per package.  No big deal for use in a blender or recipe, but as a snack...  not so good.",Neutral
264933,B000YFC8IS,3,"Decent packaging, kind of blah","I used this first on a backpacking trip and was impressed by the packaging and the idea of having an organic meal with not as much sodium as the non-organic competition's versions.  The product was easy to make and I was impressed by the consistency but the taste was pretty blah.  I am happy that it doesn't have as much sodium as other similar products.  If you add this to another main meal, it works great.",Neutral
264941,B005CIMZAS,3,Looking forward to a low-cal version...,"I love Starbucks iced coffee.  Although an iced coffee is actually one of Starbucks more affordable options, I've spent the summer spending about $50 a month... just in iced coffee!  In an effort to get my spending under control, I thought I would try Starbucks VIA caramel iced coffee.  Although I like the convenience and the lower cost, the drink is VERY sweet.  And certainly, 12g of sugar in a 8 oz serving is more than I would typically add to coffee on my own (a typical sugar packet is 2-4 g).  As someone who prefers to eat her calories as opposed to drinking them, I hope Starbucks will come out with a lightly sweetened option soon, as I do enjoy the caramel flavor.",Neutral
265019,B000CQ5D1I,5,no complaints,"the beans looked great, arrived in record time, have served me well.  I need to order some more!",Positivo
265170,B000EH4XYI,5,Foundation for fusion dishes,"This rice is wonderful, and I love using it out of the container instead of rice that comes in a bag or a box. This rice is different from any other rice I have cooked with. The obvious comparison is Indian basmati rice -- long grain, fragrant, tasty -- but Texmati is not quite basmati. That means that Texmati is not perfect for Indian food, but it also means that it is really good. Actually, this Texmati is more flexible than classic basmati rice. You can use it with Chinese or Korean dishes. It works great in your favorite rice casseroles. I like to cook it in our ricemaker, then flavor it by adding a few fresh or frozen peas, a shake of our favorite herbs (dried basil, dried New Mexico oregano), and a swirl of olive oil mixed with Hungarian paprika. Or stir in a little finely chopped cilantro and parsley. I like to finish my serving with a sprinkle of ground red chile flakes. Now we're talkin' fusion. Texmati is a great foundation for fusion dishes based on rice. You will not regret trying this rice.",Positivo
265259,B0026YFONG,5,Millstone Peppermint Coffee is the Best Ever,This coffee has become a standard holiday treat around our house.  It is the perfect touch for the season.  I have bought a supply every year for the holidays.  It will keep for several months but I freeze it to ensure that it stays fresh.,Positivo
265358,B000V1O3ZQ,5,Perfect Pancakes,"I simply love Bob's Red mill products, and love Amazon for selling them for quite a bit less than Whole Paycheck. I've been enjoying a lot of things from them recently, including Kamut Breakfast Cereal and a really delicious soup mix. Their Buckwheat Pancake mix is another example of a healthy, tasty, and reasonably priced item from Bob's Red Mill. I got a taste for Buckwheat pancakes as a kid (My mom used to make them on cold mornings in January), but stopped eating them as an adult. My wife LOVES pancakes, and while I enjoy them too, I find the regular kind not keep me filled up, nor are they particularly healthy. I remembered that I used to really like buckwheat pancakes, and decided to hunt some up. I found these, and have been enjoying them ever since.<br /><br />The mix is easy to prepare, but this isn't a 'complete' mix and does require an egg and some oil in addition to cold water. As an alternative you can use milk, which gives the pancakes a slightly richer flavor. Milk or water, either way they're tasty! Buckwheat is a wholegrain, meaning these fill you up and keep you filled much longer than traditional pancakes which are full of sugar and cheap carbs. I can eat probably a dozen regular pancakes. I can only manage to put away 5-6 of these guys!<br /><br />A few recommendations on preparation:<br /><br />1) Mix the pancake batter and then let it sit 30 minutes or even an hour in your refrigerator. It makes the pancakes lighter and fluffier.<br /><br />2) Go for thinner batter rather than thick. It makes the pancakes easier to cook, and gives you a tastier pancake as a result.<br /><br />3) Cook on medium heat, not high. Because the batter is dark to begin with, it is harder to tell when your pancakes are done without overcooking them. Use less heat to help you get them cooked perfectly.<br /><br />4) You can easily mix this batter with a regular pancake mix to make 'hybrid' cakes if you find these are a bit too thick for your taste. I've gone that route a few times for my wife since she likes her pancakes less dense than these.<br /><br />5) Get yourself some real maple syrup! Nothing goes as well with Buckwheat pancakes than real maple syrup! That's how the American pioneers ate them, and I love feeling like I'm participating in an American tradition when I make these for my family.<br /><br />6) Eat them for dinner! Pancakes and eggs for dinner is amazing.<br /><br />You can't go wrong with these pancakes. Buy them. Cook them. Eat them. Repeat!",Positivo
265396,B000FL521G,5,I don't buy sugar anymore!,Organic Blue Agave has replaced sugar in our house. It has health benefits and good for diabetics. I send my 90-year-old father 4 bottles. He uses in to sweeten his tea.,Positivo
265506,B000I66YI8,2,shipping costs???,Why is the shipping for this listed as $5.49 but in the cart it's $8.00???<br /><br />$8.00 is ridiculous.,Negativo
265518,B005L4OIEY,3,ehhh,"as a fan of dr.pepper, i really wanted to get this, so i figured the price would be worth it. it didn't really taste much different from the dr.pepper you can buy for $5 at jewel down the street. definitely buy if you haven't tried though, it's kind of cool to drink something that won't be around much longer!",Neutral
265958,B003DOPI6Q,2,Dissapointed,I was looking for a tea with a hint of black currant flavor complementing a black iced tea blend.  This tea brews up looking like red fruit punch.  The black currant flavor is tangy bordering on bitter.  I didn't see that there was any black tea contribution to the final brew.  I didn't care for it at all.,Negativo
266140,B00126GC7Q,3,Directions?,"The trick with smoked or salk cured ham, is you need to skin it then soak what your gunna eat in water for a while to extract the salt.  It will still be salty but not as bad. You can always dress it with the tradtional pinapple or brown sugar for that sweet and salty taste.  Thin slices also help.  I am SOO sorry to hear about your Easter Ham.  I had a very similar incident with a smoked turkey for Christmas.  It was over smoked and the meat had turned to paste. Hope this helps.",Neutral
266332,B003TRN7GA,2,Not horrendous but I definitely won't buy again,"I can eat this dressing, but it certainly isn't my favorite. My husband says it's awful. It has a very fake flavor.",Negativo
266433,B001M050CU,5,Nestle Chocolate,I love this product! Thanks for the speedy service and extra packaging that keeps it dry even in the rainy Pacific NW.,Positivo
266681,B004BD0Q4W,3,Baby Just Didn't Like It,"I bought this Gerber 3rd Foods Lasagna with Meat Sauce in a 12 pack, so I was really hoping my son would like it.  He didn't.  He basically sucks the sauce off of the little pasta chunks and then spits them out.  He has had other jars of food with chunks in them, so I know it's not the pieces that bother him.  Overall, pretty disappointed in this jar, but maybe someone else's baby would like it more than mine did.",Neutral
266958,B004BKLHOS,3,Nothing great about these.,"These taste okay, although for me, they lean a bit towards cardboardy.  I'm not sure if I would reorder.  The ingredients are:<br /><br />GRAHAM FLOUR (WHOLE GRAIN WHEAT FLOUR), WHOLE GRAIN ROLLED OATS, EVAPORATED CANE JUICE, SAFFLOWER OIL, HONEY, RAISIN PASTE, BROWN RICE SYRUP, LEAVENING (BAKING SODA, MONOCALCIUM PHOSPHATE), SEA SALT, CINNAMON, VITAMIN E TO HELP PROTECT FLAVOR. CONTAINS: WHEAT<br /><br />Oddly enough, they are not very sweet even though they have essentially four forms of sugar - evaporated cane juice, honey, raisin paste and brown rice syrup.  At least they don't contain any trans fats or hydrogenated oils.  Maybe I got stale box, but again, I'm just not sure I would reorder.",Neutral
267049,B004BKLHOS,3,Good but not great,"I selected both this & the apple cinnamon crackers at the same time, so after loving the apple cinnamon ones I was sure that I'd be equally as enthusiastic over these crackers as well. Unfortunately I wasn't as happy with these.<br /><br />PROS: Good crunch & for a graham cracker they're pretty good for you.<br /><br />Cons: Hard to break apart cleanly, crumbles a bit. Sort of a bland flavor.<br /><br />These crackers do have an overall good taste to them but they don't really have a flavor that really stands out against other graham crackers. The fact that they'd be hard to break apart would be something I'd be willing to overlook if they had a great flavor, but these just didn't thrill me like the apple cinnamon crackers did.",Neutral
267143,B004BKLHOS,4,Good,First off I like the back to nature brand and buy several of their products. Their peanut butter cookies are the best. These are a really good choice when you want something sweet. Not quite like the ones I grew up with. These are more substantial. There are chunks of grain that require good teeth. Great to dip in milk or coffee.,Positivo
267436,B000UPALJ0,3,Very Sweet,"Let me begin by stating that my usual drink is water.  I also drink unsweetened coffee and tea and rarely drink juice or soda.  This may be why I found this mix too sweet.  The actual flavor is fine, but if you put the entire pouch in only 16-20oz of water as directed, it is hard to finish.  I tried to put the whole pouch into 32oz of water and still found that it was sweet.  I have finally settled on a 1/2 pouch for 32oz of water.  Unfortunately, that's not going to get me my 5 grams of fiber and protein quickly to curb any hunger.  So I think I'll just drink the rest of my packs for flavoring rather than hunger curbing and stick to other lean proteins to take care of that.",Neutral
267445,B0000DIYX3,1,Yuk,Ronald Reagan would turn over in his grave if he had to eat Jelly Bellies. I got these for a gift. Each to their own.,Negativo
267487,B0087FJ23Q,3,Raisins for breakfast,"I've had raisin bran from various brands, from growing up on various cereal that popped up on sale, but I don't remember any of them having as many raisins as Kellogg's Raisin Bran! It seems every normal-sized spoonful has 5-6 raisins on average. It's enough to make me look up the health benefits of raisins, as I can't see a cereal this sweet as being very healthy. As suspected, raisins are full of calories, mainly from sugars. If you're looking for a very healthy cereal, look elsewhere. This one seems to be made for those with a sweet tooth, though I guess some may find that sweetness from raisins is better than sweetness from other ingredients (ex. high fructose corn syrup).<br /><br />My rating reflects my personal opinion and taste, more than the quality of the product. Amazon shipped them to me in a shape no worse than found at a local grocery store and the flakes are still very crisp and palette pleasing, with the sell by date 6 months away (Mar '13). It seems fresh enough. It's the ratio of raisins and flakes that bugs me; I guess I was hoping more for a bowl of Wheaties with only a handful of raisins, for 1-2 raisins per spoonful on average.<br /><br />As a warning for those who don't normally eat raisin bran, beware that this cereal is dense. 20 oz of this stuff comes in a similar sized box as some others' 10-14 oz boxes. If you eat a bowl of it, filled up the same amount as you would with something like Cheerios, this will leave you a heavy feeling in your stomach. I recommend mixing some of this cereal with some other cereal, to make it more palatable, with my favorite being Quaker Oatmeal Squares, though I imagine this goes well with many other cereals.<br /><br />Also note that these boxes currently do not have any Kellogg's Family Rewards codes, at least the three I checked do not. Maybe it might be a new program and Amazon still has old stock.",Neutral
267578,B0025UMAZQ,1,Ordered because of great reviews---wish I hadn't!,"I saw this product on Amazon - saw that it kept getting great reviews and took a chance. I placed an order and now I have 7 boxes still here! I should have listened to the reviews that were less than stellar! For some reason I felt very uncomfortable after eating the 1st box. And I ended up in the bathroom - do not think I need to explain further! The taste was bland but not obnoxious! But I guess it didnt agree with mel And after I have that kind of response to any ""new"" food it is very hard to bring myself to try it again! So I guess this is another waste of my money - but I will be giving the remaining packages away!",Negativo
267714,B000FMZO8G,2,Lose the GMO corn oil,"Decided to try these after seeing a large display at a neighborhood food store.  After viewing the farmtt.com website, I was disappointed to learn that the peas were dried and processed, and that they use GMO corn oil.  Oh well, my search for a healthy potato chip substitute will continue.<br /><br /><a href=""http://www.amazon.com/gp/product/B000FMZO8G"">Calbee Snack Salad Snapea Crisps, Original Flavor, 3.3- Ounce Bags (Pack of 12)</a>",Negativo
267776,B000FMZO8G,5,so delicious!,great texture! airy and crisp! great taste with a little salt! addictive! healthy!<br />my friend said they remind her of cheese puffs/doodles without the cheese,Positivo
267845,B000FKQDD8,1,Mixed Lifesavor flavors with no return possible.,"Very disappointed, lastshiment (12 bags) of Wild Cherry Lifesavers had sour flavors mixed the wild cherry flavor. it was mixed throughout all 12 bags. My customers complained and when I went to Amazon to return, guess what no luck because they are considered a Grocery item. Had to take them all back and refund money. No avenue to get consideration from Amazon. I buy many products and this small item bothered me because no return eligible.",Negativo
268205,B001AW9WLU,3,nice product,This is one of our little guy's favorite snacks. We divide the bag into servings placed in small plastic containers so he can grab a serving at snack time...this is always the first one he reaches for.,Neutral
268381,B005N7O7R2,4,Present,I guess this coffee is good. I bought it for a Christmas present. Hopefully the person will enjoy it. Tis the season for giving...,Positivo
268394,B000RPHEIE,3,Seaaloe,"I have only been taking this supplement for a few days, so I'm not sure how helpful this review will be, maybe I will update it after taking it for awhile. First, the taste is really good, for a supplement. It taste like slightly sweetened cherry extract, with a flat (nothing there) aftertaste. I was suprised for a liquid supplement it has no bitter or mineral taste. I could take it every day easily. And I do like that it is a whole food and not a man made supplement.<br />  What I don't like about it is that it doesn't list how much of something you are getting or the daily percentage of RDA. I don't think it has been evaluated by consumer labs - I didn't see it listed, but then again I didn't sign up. I don't like how it is marketed, you can sell it yourself, and I tend to distrust home marketing businesses. I'm not sure I like that it has D'Arco in it, the lady at the health food store said that it has no known side effects or contraidictions, but I have seen online reports of possible effects.<br />  As for effectiveness, I have only been taking it for a very short time, so the review is not complete. But, I have noticed my skin is firmer, and I have a healthy pink glow to my face. This usually happens if I am taking a good antioxidant. I haven't noticed any increase in energy. There does seem to be a slight decrease in joint pain (D'Arco is supposed to be good for inflammation). My gums look healthier, but I have also been using Biotene mouthwash. So I guess what I am saying, is take at your own risk, or do more research. Maybe there are better liquid supplements out there, with no herbs in them. Even herbs that have no reported side effects, sometimes have bad effects for me.",Neutral
268414,B000VLVF5M,3,misleading and the coffee is just OK,"The description is misleading when it claims that each packet makes a pot of coffee. I should have known that when they don't claim that each packet makes a standard 10 or 12 cup pot of coffee, it probably doesn't. We, it does make 10 cups, if you like your coffee like tea.<br /><br />The package states:<br />Mild - 10 cups  (like tea)<br />Medium - 8 cups (like Denny's)<br />Strong - 6 cups (coffee shop quality)<br /><br />Be warned for a 12 cup pot, it takes 2 packets, costing nearly as much as a trip to Starbucks.<br /><br />Just be warned, it is JUST a sample. You should NOT expect a full, robust pot of coffee with each packet. Other than the price per cup, the coffee is just OK, nothing spectacular. You can and will do better buying the fresh ground boutique coffees in your local grocery store.",Neutral
268524,B0014EW4LO,5,"Terrific product, HYSTERICAL PRODUCT DETAIL!","This is what the product detail says, as copied from Amazon...""You ll delight as you watch your Bird gnaw on it, grab it, knock it, bat it around and even hang on it,""<br /><br />ROFL!!  As for the product itself, it's extremely good, especially in this quick recipe:  take slices of bread, spread lightly with miracle whip or mayo, layer on your favorite lunchmeats and cheeses and pour this gravy over the whole thing. Make sure it's on an ovenproof dish/pan/plate.  BROIL for about 3-5 mins until cheese is bubbly and the edges of the meat are slightly carmelized. DELISH, cheap, easy and soooooo obviously bad for you but oh so worth it.",Positivo
268526,B001YJ4XNQ,3,great product outrageous price,"I agree, I use this flour regularly. We quit buying any other they just don't measure up. But this price is awful. Walmart/Sam's beats it hands up.",Neutral
268533,B000YT3FGS,1,LOADED WITH  UNNECESSARY INGREDIENTS,"I was so disappointed that enriched with honey also meant sugar, cottonseed oil, and high fructose corn syrup AND I can't return it b/c it's a grocery product. UGH",Negativo
268565,B004SRFYMK,1,You couldn't pay me to drink this!,"I recently started researching the benefits of drinking coconut water and consuming coconut oil daily because I have been trying to change my lifestyle from one of total nutricious abandon to healthy yet happy.  I absolutely love cooking with coconut oil, adding it to my morning coffee, using it as a skin moisturizer, anything and everything I possibly can use it for, and have been telling all of my friends and family.  I never really liked coconut so it did take a little bit to get used to the coconut taste with the oil.  The coconut water, however, was a little trickier.  I knew it would be very beneficial to hydrate myself with it after a hard workout so this is what I decided to do: I bought the Zico 14-ounce bottle of natural coconut water from my local supermarket and also bought a can of Goya's coconut water with pulp to see which one I would be able to drink.  I tried the Zico first thinking that since it's in a plastic bottle and so much more expensive it would be the natural winner.  I had chilled the coconut water in the fridge all day and when I opened the bottle and poured it into a glass I noticed a funny odor immediately.  After my first taste I was horrified at how terrible it was.  It's hard to describe, kind of plastic(y), bitter, and just nasty!  I've had coconut water/milk straight from a coconut before and it was delightful, Zico's does not taste a THING like that.  I know that this has no added sugar whereas Goya adds a little and Zico is ""supposedly"" pure but from concentrate.  I tried another sip thinking that it would grow on me, but no, not one little bit.  I then decided to open up the Goya, cautiously I tried it and I LOVED the coconut pulp and the taste immediately.  I know everyone has different tastes and I will admit that I was never a coconut lover before, but I figured since I have grown to love coconut oil I would be okay, but again, it may be an acquired taste.  My suggestion would be to try a can/bottle of different brands before you give up on drinking coconut water.  I am so glad that I didn't just buy the Zico because I would have signed off on even trying if I hadn't had the Goya right there to redeem itself.",Negativo
268648,B004SRFYMK,4,Refreshing,"I have tried a bunch of coconut waters. This one is in the top three for strait coconut water. Its so refreshing that my body craves it after a good workout or a long night of drinking.  I recommend this to all my friends.<br /><br />If ts your first time drinking any coconut water, the flavor will grow on you. I wasn't big on it at first but now it's one of my favorite drinks.<br /><br />You'll be happy when you read the ingredience list. It's refreshing that it's all words you can pronounce.",Positivo
268752,B004SRFYMK,5,great tasting,"zico probably has the best taste of the coconut water brands I've tried.  This passion fruit flavor is great, refreshing & not too sweet.  I'm not a fan of the unflavored kinds.  I've tried zico's mango but prefer the passion fruit over it.",Positivo
268838,B004SRFYMK,4,Zico - subscription ordered,"Zico water is fantastic.  Drink only when it's chilled. The taste of Zico water taste is more consistent when coming from the bottle rather than the tetra pak.<br /><br />Amazon grocery suscription service. I ordered Zico ahead of the summer months on subscription ordering under the assumption that was getting the bevvy for $2 a bottle. When the refill was sent, the total cost went up by $6.  After contacting Amazon customer service, it was explained that Amazon.com charges whatever the price is on the day your order is refilled so that you really never know what you will pay.  Bummer and boo on amazon.com for not knowing what subscription pricing means. Yeah Zico!",Positivo
268895,B004SRFYMK,1,Don't be tempted by the price...,"The new price is very attractive. However, it tastes horrible. Maybe if you haven't had the old Zico, or any other of the coconut water brands you might find it acceptable.",Negativo
268943,B004SRFYMK,5,AWESOME,"This is a great product. Don't expect sweet sugar coconut tasting water. Expect something completely different. Totally revitalizes your body, especially living in the midwest this summer.  Every other time we reach for something to drink in this non stop 100 + degree weather in OK, we are getting one of these out of the fridge. In fact, I am online right now to increase my shipment number. Excellent product.",Positivo
269001,B004SRFYMK,5,Mounds bar in a bottle!,Fantastic and delicious after a workout! This is probably the best electrolyte replenishing drink on the market! Coconut water is even better than intravenous fluids per some medical literature I have read.,Positivo
269051,B005MGDPAE,3,Product not as described,"Package arrived in time.  I was expecting the salt to be finely ground - which to me means something powdery.  The salt was more like rock salt - the crystals being slightly larger than what you find in kosher salt.  I have to dilute it with water before I can consume it.  If you sprinkle it on a salad or similar semi dry food, you will feel the crystals, which is an unpleasant experience because it feels like you have sand in your food.  This salt is not like regular salt that dissolves easily with little moisture/liquid. The package it is in is also labeled ""finely ground"".<br /><br />I use it for cooking - where I have no problems with it.  The three stars are only because the salt was not what I would consider finely ground.",Neutral
